Year,Per Capita Water Use (Liters per Day),Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Country_Code,Scarcity_Code,Lag_1,Lag_2,Lag_3,Agri_Growth,House_Growth,Rainfall_Growth,Rainfall_RollingAvg_3,GWD_Lag1,GWD_Growth,Rainfall_x_GWD
2005,339.64,31.52,45.01,12.36,2479.32,15,2,666.82,217.56,805.71,-0.20383935337206371,0.004878048780487809,6.627738124538518,972.9966666666669,4.13,0.1985472154963681,12272.634000000002
2005,265.42,41.28,43.63,32.05,1805.26,9,2,725.24,822.09,641.71,-0.29302962836102076,1.7046413502109705,-0.25604454023580614,1899.9666666666672,0.87,2.3563218390804597,5271.3592
2005,451.63,40.31,30.55,33.52,1370.05,6,2,885.16,403.97,560.06,-0.18680653621141818,1.7296416938110752,-0.49812076898279756,1548.506666666667,4.29,-0.023310023310023187,5740.5095
2005,152.16,57.53,35.88,15.69,1992.35,0,0,636.95,518.09,969.83,-0.025410808063696444,0.31848739495798317,0.45284903816704825,1962.5599999999997,1.58,-0.6455696202531646,1115.7160000000001
2005,75.94,53.61,44.78,28.07,223.85,19,1,113.77,84.8,408.71,0.16341145833333326,0.28643446379468385,-0.896816690021388,933.42,1.72,-0.04069767441860472,369.35249999999996
2005,134.08,33.13,40.38,36.74,1812.48,9,2,30.02,725.24,822.09,-0.19743217054263562,0.1463338533541343,0.003999423905697741,2014.7700000000004,2.92,0.46575342465753433,7757.414400000001
2005,369.42,37.19,6.13,21.45,2041.18,1,2,423.68,544.67,525.78,-0.5249105774144098,-0.11582852431986823,0.192229289690258,1779.3499999999997,4.5,-0.6822222222222223,2918.8874
2005,313.75,78.11,27.28,19.44,2720.7,14,1,708.88,942.55,576.38,0.8374500117619383,-0.4461538461538461,1.2292596992912448,2071.89,3.34,-0.5658682634730539,3945.0149999999994
2005,453.74,25.88,35.09,15.61,2671.55,7,1,631.1,829.93,87.74,-0.635544289536685,-0.36980218005652,4.42832469775475,1377.7166666666672,2.26,-0.4513274336283185,3312.722
2005,391.54,66.66,8.05,34.84,1112.45,7,2,898.82,631.1,829.93,1.5757341576506954,1.2319026265214608,-0.5835937938649848,1425.383333333334,1.24,0.08064516129032273,1490.6830000000002
2005,241.98,33.84,21.59,18.85,191.92,2,1,368.56,722.28,803.4,-0.47215722976134766,-0.3105340160936356,-0.21955186856980202,793.9500000000002,0.47,7.25531914893617,744.6496
2005,265.47,77.3,34.32,37.98,193.75,5,0,845.98,338.75,369.69,0.7105554326178358,0.43537414965986376,-0.9299028227002699,1239.2699999999998,4.81,-0.05197505197505203,883.4999999999999
2005,447.43,57.26,8.39,33.91,2310.17,19,1,714.94,113.77,84.8,0.06808431262824088,0.2080513003206268,9.320169756533394,1567.82,1.65,1.915151515151515,11111.9177
2005,273.59,46.53,21.82,19.81,667.22,16,2,695.98,824.99,417.97,0.07883143983306273,-0.40042372881355937,-0.6882921519436775,1238.3000000000002,2.07,-0.32367149758454106,934.108
2005,371.42,45.41,31.87,13.59,2568.24,1,2,80.3,423.68,544.67,0.22102715783812843,-0.3664335664335664,0.25821338637454794,2107.1633333333334,1.43,0.8391608391608392,6754.471199999999
2005,99.73,68.73,28.73,39.36,2357.18,17,0,181.8,30.2,456.39,1.9409499358151479,0.8063331803579623,0.36312274107271936,2338.3266666666664,2.98,-0.1912751677852349,5680.8038
2005,165.8,77.34,43.86,19.57,390.36,13,1,875.32,457.58,932.84,1.0930987821380245,0.38695960311835575,-0.7670869157930537,948.9999999999999,4.89,-0.8159509202453987,351.324
2005,118.58,44.64,17.46,31.37,1071.84,13,2,462.74,875.32,457.58,-0.42280837858805276,0.6029637199795606,1.745773132493083,1046.0633333333333,0.9,-0.37777777777777777,600.2304
2005,398.55,44.14,40.41,17.68,139.78,12,2,457.35,217.39,212.46,-0.15213215520553214,0.17319177173191758,-0.9240086549020887,1107.5066666666673,3.26,0.40184049079754613,638.7946000000001
2005,487.99,33.08,36.05,21.79,2166.13,2,0,778.38,368.56,722.28,-0.022458628841607764,0.15596816976127315,10.286629845769072,867.9866666666668,3.88,-0.6185567010309279,3205.8724
2005,247.6,56.22,36.2,27.47,2819.49,4,2,295.27,895.36,724.3,-0.21304591265397532,1.0454206999255398,0.7109386377979512,2055.3133333333335,4.02,-0.12935323383084563,9868.215
2005,145.21,37.67,47.72,27.69,1370.51,15,1,953.54,666.82,217.56,0.1951142131979695,1.2402912621359223,-0.44722343223141836,1391.6233333333337,4.95,-0.09696969696969704,6126.1797
2005,217.61,51.77,45.55,39.17,1020.31,16,0,38.57,695.98,824.99,0.11261551687083604,0.9772841998990411,0.5291957675129642,1276.0200000000002,1.4,0.55,2214.0726999999997
2005,332.73,41.2,24.57,19.7,1359.51,7,1,597.77,898.82,631.1,-0.3819381938193819,-0.4345579793340988,0.22208638590498442,1714.503333333334,1.34,1.134328358208955,3888.1985999999997
2005,164.67,55.1,19.17,17.31,1865.02,0,0,207.73,636.95,518.09,-0.04223883191378408,0.10325047801147225,-0.06390945366025047,1742.9033333333334,0.56,7.767857142857142,9157.2482
2005,324.18,22.68,48.0,15.76,2825.54,12,1,724.41,457.35,217.39,-0.48618033529678295,-0.10859728506787325,19.214193733009015,1601.5800000000006,4.57,-0.010940919037199293,12771.440799999998
2005,437.36,26.38,38.44,33.41,2030.78,10,1,314.58,674.04,448.48,-0.3050579557428873,-0.0928590822698887,1.2652061884418466,1190.8399999999995,1.69,0.5562130177514792,5340.9514
2005,285.42,29.97,6.0,29.44,1495.48,5,0,822.42,845.98,338.75,-0.6122897800776197,-0.2248551869404949,6.718606451612903,1484.4166666666667,4.56,-0.8618421052631579,942.1524000000001
2005,64.81,56.64,24.71,19.04,784.46,19,0,475.1,714.94,113.77,-0.010827803003842118,-0.4385137127690947,-0.6604319162659025,1106.1599999999999,4.81,-0.3367983367983367,2502.4274
2005,427.83,33.25,34.8,17.85,1494.97,10,1,855.46,314.58,674.04,0.26042456406368464,-0.4657288237054773,-0.2638444341583037,1474.0866666666661,2.63,-0.07984790874524716,3617.8274
2005,339.5,67.07,35.27,29.32,2677.99,2,2,672.21,778.38,368.56,1.027509068923821,0.34557136301055547,0.2363016070134294,1678.6800000000003,1.48,0.8310810810810811,7257.352899999999
2005,435.19,73.5,12.62,29.5,215.4,6,0,38.34,885.16,403.97,0.8233688910940213,-0.11992840095465407,-0.8427794606036276,1438.43,4.19,-0.17422434367541773,745.284
2005,405.55,62.93,29.52,38.39,890.7,4,2,119.47,295.27,895.36,0.11935254357879765,0.39752457226064797,-0.6840918038368641,1786.0366666666666,3.5,-0.7171428571428571,881.793
2005,436.39,47.11,16.95,15.68,2188.69,2,2,797.19,672.21,778.38,-0.29759952288653635,-0.4652114597544339,-0.18271166061112987,2344.27,2.71,-0.047970479704797064,5646.8202
2005,189.84,35.39,34.45,28.11,2474.83,13,2,811.58,462.74,875.32,-0.20721326164874554,-0.1039209435766657,1.308954694730557,1312.343333333333,0.56,7.571428571428571,11879.184
2005,435.84,50.96,35.18,27.69,742.43,16,0,317.49,38.57,695.98,-0.015646127100637508,-0.2930814398774573,-0.2723485999353138,809.9866666666667,2.17,0.8986175115207375,3058.8116
2005,469.77,76.28,21.98,27.62,1982.04,0,2,549.56,207.73,636.95,0.38439201451905625,0.5956094742923168,0.06274463544626863,1946.47,4.91,-0.3360488798370673,6461.4504
2005,260.52,64.05,45.82,25.1,927.66,4,0,831.95,119.47,295.27,0.017797552836484876,-0.34618390205782756,0.041495453014482875,1545.95,0.99,-0.010101010101010055,909.1067999999999
2005,140.81,52.77,26.75,13.1,2641.64,12,2,887.06,724.41,457.35,1.3267195767195767,-0.16878172588832485,-0.06508490412452139,1868.986666666667,4.52,-0.17035398230088483,9906.15
2005,173.31,52.79,13.72,35.83,2254.83,18,0,90.38,534.35,274.67,0.2831793874574622,1.023150762281197,1.791805957952604,1254.6433333333332,2.65,0.3094339622641511,7824.2601
2005,183.28,76.94,27.54,16.89,321.23,4,0,400.32,831.95,119.47,0.20124902419984392,-0.32709163346613546,-0.6537201129724253,713.1966666666668,0.98,1.3673469387755102,745.2536
2005,88.04,40.64,7.11,18.46,1146.94,13,0,153.03,811.58,462.74,0.14834699067533208,-0.3432942013518321,-0.5365580666146765,1564.5366666666662,4.8,-0.9270833333333334,401.429
2005,374.56,20.1,9.03,18.8,827.05,10,1,302.16,855.46,314.58,-0.3954887218045112,0.053221288515406195,-0.4467781962179843,1450.9333333333327,2.42,0.2975206611570249,2596.937
2005,363.44,52.29,10.64,39.93,2437.09,19,0,738.06,475.1,714.94,-0.07680084745762716,1.0971638655462184,2.106710348520001,1843.9066666666665,3.19,0.5360501567398122,11941.741000000002
2005,172.57,45.14,20.07,22.04,1155.43,13,0,950.04,153.03,811.58,0.11072834645669283,0.19393282773564446,0.007402305264442743,1592.3999999999999,0.35,12.342857142857143,5395.8581
2005,274.73,54.75,46.61,19.7,2737.0,6,1,18.27,38.34,885.16,-0.2551020408163265,-0.33220338983050846,11.706592386258125,1440.8166666666666,3.46,-0.3063583815028902,6568.8
2005,397.36,36.28,28.17,13.72,2691.17,16,0,432.14,317.49,38.57,-0.28806907378335944,-0.5045142650776453,2.6248131136942208,1484.6366666666665,4.12,-0.8907766990291263,1211.0265000000002
2005,218.4,23.04,45.6,34.32,2143.87,16,2,213.57,432.14,317.49,-0.36493936052921727,1.501457725947522,-0.20336879498508087,1859.1566666666665,0.45,-0.1333333333333333,836.1093
2005,96.57,39.1,35.22,36.97,2600.16,6,0,244.88,18.27,38.34,-0.28584474885844746,0.8766497461928935,-0.049996346364632904,1850.8533333333332,2.4,-0.05833333333333335,5876.361599999999
2005,357.44,79.91,40.99,18.37,291.08,4,0,909.61,400.32,831.95,0.03860150766831305,0.08762581409117831,-0.09385798337639706,513.3233333333335,2.32,-0.6551724137931034,232.864
2005,396.06,49.27,15.84,17.88,2459.73,16,1,866.01,213.57,432.14,1.1384548611111112,-0.47902097902097907,0.14733169455237505,2431.5899999999997,0.39,0.8205128205128203,1746.4082999999998
2005,149.75,79.93,38.38,34.34,327.68,12,1,164.19,887.06,724.41,0.5146863748341861,1.6213740458015269,-0.8759558456110598,1931.6200000000006,3.75,0.07199999999999984,1317.2736
2005,101.03,61.4,46.12,36.28,2104.19,9,1,517.47,30.02,725.24,0.8533051614850586,-0.012520413718018486,0.16094522422316393,1907.3100000000004,4.28,-0.25,6754.4499000000005
2005,265.75,35.71,38.79,39.21,2864.99,13,0,185.27,950.04,153.03,-0.20890562693841386,0.7790381125226862,1.4795876859697255,1722.4533333333331,4.67,-0.6274089935760172,4985.0826
2005,485.26,54.5,22.0,36.42,2670.81,9,1,272.72,517.47,30.02,-0.11237785016286639,0.0038588754134509795,0.26928176638041235,2195.8266666666673,3.21,0.37071651090342694,11751.564
2005,187.37,38.26,41.28,30.87,2367.25,0,0,454.47,549.56,207.73,-0.49842684845306773,0.11766835626357719,0.1943502653831406,2071.436666666667,3.26,-0.6042944785276073,3053.7525
2005,399.14,48.19,44.64,18.1,2210.24,9,2,123.64,272.72,517.47,-0.11577981651376146,-0.5030203185063151,-0.17244581231910927,2328.413333333334,4.4,-0.015909090909090984,9570.339199999999
2005,133.33,38.7,20.74,23.11,1967.98,3,2,993.84,595.33,43.83,0.608478802992519,-0.01449893390191892,0.15416600688518645,2157.2599999999998,3.02,0.6059602649006621,9544.703
2005,416.49,75.32,37.17,24.7,1637.5,11,0,806.22,392.55,164.77,0.3837957009002386,-0.1234918381831086,-0.30042593913812476,1991.506666666667,0.89,1.1797752808988764,3176.75
2005,318.24,39.46,14.96,19.1,1479.53,19,2,148.64,738.06,475.1,-0.24536240198890802,-0.5216629100926622,-0.3929112178869062,1567.0266666666666,4.9,-0.15918367346938778,6095.6636
2005,462.93,57.34,22.28,30.13,2457.73,15,0,697.73,953.54,666.82,0.5221661799840722,0.08811845431563725,0.7932959263339925,2102.52,4.47,-0.7024608501118568,3268.7809
2005,147.86,38.32,45.42,29.81,1779.99,4,2,469.62,909.61,400.32,-0.5204605180828432,0.6227544910179639,5.115122990243233,797.4333333333335,0.8,2.3,4699.1736
2005,326.49,75.55,49.87,12.79,752.41,1,2,203.74,80.3,423.68,0.6637304558467298,-0.05886681383370129,-0.7070328318225712,1787.2766666666666,2.63,-0.8859315589353612,225.72299999999998
2005,389.72,42.28,11.87,27.47,2449.51,15,0,865.3,697.73,953.54,-0.26264387861876526,-0.08828410222369731,-0.0033445496454044266,2092.5833333333335,1.33,1.9849624060150375,9724.5547
2005,385.02,67.88,28.61,19.9,2803.83,0,2,419.28,454.47,549.56,0.7741766858337689,-0.355361192095886,0.1844249656774739,2384.3733333333334,1.29,2.705426356589147,13402.3074
2005,494.71,37.03,17.85,15.69,2973.19,5,0,364.14,822.42,845.98,0.23556890223556892,-0.4670516304347826,0.9881175274828149,1554.14,0.63,3.920634920634921,9216.889000000001
2005,141.72,56.56,12.22,20.64,1870.75,6,1,326.46,244.88,18.27,0.44654731457800523,-0.4417094941844739,-0.28052504461263916,2402.6366666666668,2.26,0.9955752212389382,8437.0825
2005,107.45,58.72,20.65,31.87,1193.76,18,2,26.37,90.38,534.35,0.11233188103807534,-0.11052190901479197,-0.4705764957890395,1418.7499999999998,3.47,-0.8530259365994236,608.8176
2005,183.2,66.03,15.87,26.85,1309.03,1,1,639.24,203.74,80.3,-0.12600926538716073,1.0992963252541048,0.7397828311691763,1543.2266666666667,0.3,3.666666666666667,1832.6419999999998
2005,84.84,36.1,26.85,14.37,2601.12,8,1,507.37,25.68,940.91,-0.5345538937596699,-0.03297442799461647,0.5155039211345072,1518.5099999999995,0.13,20.923076923076923,7413.192
2005,91.44,59.46,36.07,32.36,1556.33,14,1,307.65,708.88,942.55,-0.238765843041864,0.6646090534979423,-0.4279670672988569,1832.493333333333,1.45,0.7517241379310347,3953.0782
2005,239.1,37.03,12.96,27.73,2118.0,19,1,843.79,148.64,738.06,-0.061581348200709596,0.4518324607329842,0.43153569038816375,2011.54,4.12,-0.44902912621359226,4807.86
2005,82.52,69.08,43.38,19.84,1426.72,6,0,59.64,326.46,244.88,0.22135785007072117,-0.03875968992248069,-0.23735400240545235,1965.8766666666668,4.51,-0.33259423503325947,4294.4272
2005,324.36,64.57,13.37,36.68,1532.93,12,0,227.87,164.19,887.06,-0.19216814712873775,0.06814210832847989,3.678131103515625,1500.7500000000007,4.02,-0.390547263681592,3755.6785000000004
2005,413.45,72.68,32.61,16.89,2368.33,17,2,720.23,181.8,30.2,0.05747126436781613,-0.5708841463414633,0.004730228493369237,2151.5866666666666,2.41,-0.5933609958506225,2320.9634
2005,163.78,77.83,10.39,23.59,507.5,7,2,80.16,597.77,898.82,0.8890776699029124,0.19746192893401027,-0.6267037388470846,993.1533333333338,2.86,-0.3321678321678322,969.3249999999999
2005,138.91,57.91,12.77,10.6,1010.08,16,0,300.46,866.01,213.57,0.1753602597929773,-0.4071588366890381,-0.5893533030048013,1871.2266666666667,0.71,0.830985915492958,1313.104
2005,332.91,78.97,15.14,20.42,648.87,16,1,448.16,300.46,866.01,0.3636677603177345,0.9264150943396228,-0.35760533819103435,1372.8933333333334,1.3,2.0153846153846153,2543.5704
2005,150.88,31.61,38.8,35.92,754.28,9,2,465.6,123.64,272.72,-0.34405478315003113,0.9845303867403314,-0.6587338931518749,1878.4433333333336,4.33,-0.40646651270207856,1938.4995999999999
2005,205.78,71.1,35.62,19.1,2679.18,5,0,122.91,364.14,822.42,0.9200648123143396,0.2173358827278522,-0.09888705397233277,2382.6166666666663,3.1,-0.05161290322580647,7876.789199999999
2005,182.66,60.2,15.41,33.22,1000.98,14,1,587.36,307.65,708.88,0.012445341405987298,0.026576019777503124,-0.35683306239679247,1759.3366666666664,2.54,-0.42913385826771655,1451.421
2005,193.86,52.48,35.05,17.83,312.97,17,1,222.6,720.23,181.8,-0.2779306549257018,0.05565423327412655,-0.867852030755849,1679.493333333333,0.98,1.979591836734694,913.8724000000001
2005,105.84,72.09,31.98,19.4,1044.58,13,1,767.84,185.27,950.04,1.0187622514701764,-0.5052282580974241,-0.6353983783538512,1688.3333333333333,1.74,0.603448275862069,2914.3781999999997
2005,411.35,45.07,27.17,28.27,1846.66,7,0,67.21,80.16,597.77,-0.4209173840421431,0.19838914794404405,2.6387389162561576,1237.8900000000006,1.91,0.9214659685863875,6777.242200000001
2005,378.07,67.82,41.55,22.74,2040.31,5,2,904.52,122.91,364.14,-0.04613220815752461,0.1905759162303664,-0.23845728917056708,2564.226666666666,2.94,0.642857142857143,9854.6973
2005,63.18,37.88,44.57,15.26,2417.65,12,1,991.76,227.87,164.19,-0.4133498528728511,-0.583969465648855,0.5771431180810604,1426.0866666666673,2.45,0.1795918367346938,6987.008500000001
2005,154.46,53.8,18.13,29.29,1811.42,18,1,262.87,26.37,90.38,-0.08378746594005448,-0.08095387511766561,0.5174071840235894,1753.3366666666664,0.51,7.196078431372548,7571.7356
2005,56.15,46.52,11.07,16.57,353.66,14,0,104.04,587.36,307.65,-0.22724252491694352,-0.5012040939193256,-0.646686247477472,970.3233333333332,1.45,1.724137931034483,1396.957
2005,286.6,33.97,39.06,31.87,783.17,18,0,214.45,262.87,26.37,-0.3685873605947956,0.0880846705360192,-0.567648585087942,1262.783333333333,4.18,-0.8851674641148325,375.92159999999996
2005,471.96,42.3,36.41,22.07,912.55,18,2,848.58,214.45,262.87,0.24521636738298502,-0.30749921556322557,0.16520040348838694,1169.0466666666664,0.48,9.333333333333334,4526.248
2005,80.87,47.72,46.4,35.38,910.13,15,0,422.05,865.3,697.73,0.12866603595080406,0.2879504914452131,-0.6284440561581704,1939.1233333333332,3.97,-0.7808564231738035,791.8131
2005,129.93,64.82,14.06,29.89,100.59,0,0,293.79,419.28,454.47,-0.04507955215085446,0.5020100502512563,-0.9641240731428082,1757.2233333333334,4.78,-0.2677824267782427,352.065
2005,188.57,26.42,20.14,31.75,2954.55,4,2,842.48,469.62,909.61,-0.31054279749478075,0.06507883260650793,0.659868875667841,1675.206666666667,2.64,-0.06060606060606066,7327.284000000001
2005,314.04,32.76,9.21,22.35,2569.62,5,0,460.41,904.52,122.91,-0.5169566499557652,-0.01715039577836397,0.25942626365601296,2429.703333333333,4.83,-0.8530020703933747,1824.4301999999998
2005,466.8,62.54,8.55,33.26,1599.01,18,1,135.11,848.58,214.45,0.47848699763593383,0.5070231082917986,0.7522437126732782,1098.243333333333,4.96,-0.3004032258064516,5548.5647
2005,295.74,71.25,49.67,31.94,1524.29,5,1,403.66,460.41,904.52,1.1749084249084252,0.4290827740492169,-0.4068033405717577,2044.7399999999998,0.71,3.366197183098592,4725.299
2005,399.25,69.02,30.44,16.59,2615.93,9,1,860.4,465.6,123.64,1.1834862385321099,-0.5381403118040089,2.4681152887521876,1860.1500000000003,2.57,-0.6536964980544746,2328.1776999999997
2005,96.7,27.69,32.72,38.03,1295.95,1,2,904.07,639.24,203.74,-0.5806451612903225,0.416387337057728,-0.009992131578344221,1119.13,1.4,1.4928571428571433,4522.865500000001
2005,467.66,44.58,40.19,38.18,415.8,12,2,321.64,991.76,227.87,0.17687434002111924,1.5019659239842724,-0.8280148077678737,1455.4600000000007,2.89,-0.04498269896193785,1147.608
2005,246.22,71.93,34.88,26.24,1229.77,14,2,29.41,104.04,587.36,0.5462166809974205,0.5835847917923958,2.47726630096703,861.4699999999999,3.95,-0.9012658227848102,479.6103
2005,426.62,75.73,44.14,28.13,317.53,3,0,26.01,993.84,595.33,0.9568475452196381,0.21722198182604924,-0.8386518155672313,1330.2066666666665,4.85,-0.05154639175257736,1460.6379999999997
2005,104.59,23.92,29.76,26.82,240.68,13,0,911.69,767.84,185.27,-0.6681925371063948,0.3824742268041239,-0.7695916061957916,1383.4166666666663,2.79,-0.5806451612903226,281.5956
2005,338.5,38.65,22.88,17.87,1751.1,7,0,417.3,67.21,80.16,-0.14244508542267587,-0.36788114609126277,-0.051747479232777116,1368.4200000000008,3.67,-0.3024523160762943,4482.816
2005,384.27,25.65,10.67,28.2,1351.43,5,2,338.08,403.66,460.41,-0.64,-0.11709455228553545,-0.11340361742188165,1815.113333333333,3.1,-0.7838709677419355,905.4581000000001
2005,294.75,33.42,9.86,11.53,923.55,6,0,222.13,59.64,326.46,-0.5162130862767805,-0.4188508064516129,-0.35267606818436703,1407.006666666667,3.01,0.14617940199335555,3186.2475
2005,295.19,76.34,24.9,11.63,2098.03,12,1,598.97,321.64,991.76,0.7124270973530733,-0.6953902566788894,4.045767195767196,1643.826666666667,2.76,0.025362318840579823,5937.424900000001
2005,251.02,49.77,34.15,22.02,1201.28,2,1,297.74,797.19,672.21,0.05646359583952454,0.40433673469387754,-0.45114200731944687,2022.6533333333334,2.58,0.0,3099.3024
2005,90.34,62.78,41.1,36.14,2736.36,1,2,554.48,904.07,639.24,1.267244492596605,-0.04969760715224825,1.11147034993634,1780.4466666666667,3.49,-0.045845272206303744,9112.078800000001
2005,375.0,21.94,23.72,14.36,1938.95,17,1,52.58,222.6,720.23,-0.5819359756097561,-0.19461581604038136,5.195322235358021,1540.0833333333333,2.92,-0.45890410958904104,3063.541
2005,430.3,53.74,39.67,38.18,384.17,18,1,885.73,135.11,848.58,-0.14070994563479367,0.14792543595911,-0.7597450922758456,965.243333333333,3.47,-0.7521613832853026,330.38620000000003
2005,309.41,63.69,17.98,27.66,547.04,16,1,117.08,448.16,300.46,-0.1934911991895657,0.35455435847208605,-0.156934362815356,735.3299999999999,3.92,-0.22448979591836737,1663.0015999999998
2005,350.84,70.62,35.6,30.7,2412.12,7,0,275.59,417.3,67.21,0.8271668822768437,0.7179630665920536,0.377488435840329,2003.2933333333337,2.56,-0.7421875,1591.9992
2005,298.19,59.69,11.88,27.83,443.86,14,0,626.09,29.41,104.04,-0.17016543862088152,0.06059451219512191,-0.6390707205412394,675.7633333333332,0.39,5.17948717948718,1069.7026
2005,58.68,36.95,34.21,31.91,1004.72,17,1,22.53,52.58,222.6,0.6841385597082954,1.2221448467966574,-0.4818226359627633,1085.5466666666669,1.58,-0.8734177215189873,200.94400000000002
2005,85.04,46.8,36.78,12.3,2197.98,3,1,577.42,26.01,993.84,-0.3820150534794666,-0.5627444009953786,5.922117595187857,1494.4966666666667,4.6,-0.05652173913043479,9539.2332
2005,307.74,71.99,29.41,35.04,837.2,4,2,681.73,842.48,469.62,1.724829674489023,0.10362204724409452,-0.7166404359377909,1857.246666666667,2.48,0.7661290322580645,3666.936
2005,459.26,52.51,27.06,33.06,2873.64,12,0,158.01,598.97,321.64,-0.3121561435682474,1.8426483233018058,0.3696848948775755,1795.8233333333337,2.83,-0.18021201413427568,6666.844799999999
2005,379.57,79.58,39.78,36.77,2492.55,16,2,856.06,117.08,448.16,0.24948971581095924,0.329356471438901,3.5564309739689977,1229.4866666666667,3.04,-0.35855263157894735,4860.4725
2005,74.54,30.52,11.13,11.07,560.7,8,1,568.8,507.37,25.68,-0.15457063711911356,-0.2296450939457202,-0.7844390108876176,1626.0533333333333,2.85,-0.5192982456140351,768.1590000000001
2005,230.86,26.88,49.65,16.35,2814.48,7,0,493.07,275.59,417.3,-0.6193712829226848,-0.46742671009771986,0.16680762151136763,2325.9000000000005,0.66,2.318181818181818,6163.7112
2005,206.48,58.27,17.68,35.75,2317.37,8,0,199.14,568.8,507.37,0.9092398427260815,2.229448961156278,3.132994471196718,1826.3966666666665,1.37,1.1386861313868613,6789.8941
2005,177.76,42.22,35.12,14.41,2886.14,2,1,600.07,297.74,797.19,-0.15169780992565807,-0.34559491371480466,1.4025539424613744,2092.036666666667,2.58,0.015503875968992276,7561.6868
2005,323.13,74.66,15.93,22.58,1583.31,5,1,486.54,338.08,403.66,1.910721247563353,-0.19929078014184398,0.17158121397334658,1486.3433333333332,0.67,1.8805970149253728,3055.7882999999997
2005,71.31,39.8,9.92,17.6,2964.36,4,2,284.99,681.73,842.48,-0.4471454368662314,-0.49771689497716887,2.5408026755852844,2252.0366666666673,4.38,-0.906392694063927,1215.3876
2005,119.95,69.66,49.26,25.57,591.43,12,1,162.53,158.01,598.97,0.3266044562940391,-0.22655777374470665,-0.7941878593003995,1854.366666666667,2.32,1.0905172413793105,2868.4354999999996
2005,268.13,25.41,49.54,32.1,1546.98,10,2,319.82,302.16,855.46,0.26417910447761184,0.7074468085106382,0.8704794147874979,1289.6666666666663,3.14,0.07006369426751591,5197.8528
2005,488.27,77.93,24.42,31.28,2724.42,19,2,438.74,843.79,148.64,1.1045098568728058,0.1280201947349442,0.2863172804532579,2107.3166666666666,2.27,-0.7665198237885462,1443.9426
2005,229.48,48.97,34.3,21.9,2418.95,8,1,466.08,199.14,568.8,-0.15960185344087874,-0.38741258741258744,0.04383417408527768,1765.6733333333332,2.93,0.40273037542662116,9941.8845
2005,87.78,65.34,33.38,17.14,321.32,1,0,280.3,554.48,904.07,0.04077731761707559,-0.5257332595462092,-0.8825739303308044,1451.21,3.33,0.10510510510510507,1182.4576
2005,279.88,32.79,42.4,21.53,768.32,1,0,507.5,280.3,554.48,-0.4981634527089073,0.25612602100350057,1.3911365616830578,1275.3333333333333,3.68,-0.8478260869565217,430.2592000000001
2005,350.04,38.22,12.97,20.42,1844.18,6,1,909.11,222.13,59.64,0.14362657091561926,0.7710320901994798,0.9968382870445565,1398.1499999999999,3.45,-0.1768115942028986,5237.4712
2005,246.92,36.69,18.3,10.32,928.9,11,0,416.39,806.22,392.55,-0.5128783855549655,-0.5821862348178137,-0.43273282442748096,1635.7033333333331,1.94,-0.22680412371134018,1393.35
2005,449.68,37.17,23.74,34.51,220.28,14,0,802.32,626.09,29.41,-0.37728262690567926,0.24002874595759982,-0.5037173883657009,631.3033333333332,2.41,0.12448132780082988,596.9588
2005,70.48,37.84,12.95,22.62,1452.74,15,1,109.24,422.05,865.3,-0.20704107292539808,-0.3606557377049181,0.5961895553382484,1604.126666666667,0.87,3.873563218390805,6159.6176000000005
2005,496.34,28.04,32.73,17.47,1094.1,6,2,531.38,909.11,222.13,-0.2663526949241235,-0.14446620959843304,-0.40672819356028156,1287.2766666666666,2.84,-0.323943661971831,2100.6719999999996
2005,222.98,45.98,38.15,21.26,389.26,12,1,227.93,162.53,158.01,-0.3399368360608671,-0.16855690262025802,-0.34183250765094764,1284.776666666667,4.85,-0.2969072164948453,1327.3766
2005,119.99,38.33,11.39,13.25,1576.34,5,1,12.5,486.54,338.08,-0.48660594695954995,-0.4131975199291408,-0.004402170137244199,1503.6933333333334,1.93,-0.05699481865284972,2868.9388
2005,408.0,70.68,17.23,16.32,211.85,12,1,551.66,227.93,162.53,0.5371900826446283,-0.23236124176857953,-0.45576221548579354,397.5133333333338,3.41,0.346041055718475,972.3915
2005,293.98,46.81,36.11,37.95,1252.53,0,2,463.35,293.79,419.28,-0.27784634372107364,0.2696554031448646,11.451834178347747,1385.6499999999999,3.5,-0.7685714285714286,1014.5493
2005,64.48,63.95,48.41,20.92,914.73,9,1,569.8,860.4,465.6,-0.07345696899449428,0.2610006027727547,-0.6503232120125538,1428.3133333333335,0.89,4.3146067415730345,4326.6729000000005
2005,356.25,58.68,43.73,26.42,2948.23,4,2,424.26,284.99,681.73,0.4743718592964825,0.5011363636363637,-0.005441309422607232,2249.9300000000003,0.41,4.097560975609756,6161.8007
2005,323.59,66.89,25.45,25.68,416.64,8,0,116.85,466.08,199.14,0.36593832958954464,0.17260273972602747,-0.8277599785030695,1717.6533333333334,4.11,-0.3844282238442823,1054.0991999999999
2005,180.07,52.09,30.21,28.76,1878.76,15,1,329.59,109.24,422.05,0.3765856236786469,0.27144120247568515,0.29325274997590767,1413.8766666666668,4.24,-0.0424528301886794,7627.765599999999
